firstName,lastName,teacherId,department,schoolName,class,date,reviewId,clarityRating,difficultyRating,helpfulRating,wouldTakeAgain,textbookUse,comment,ratingTags,teacherNote,grade,attendanceMandatory,isForCredit,isForOnlineClass,thumbs,thumbsDownTotal,thumbsUpTotal
William,Christenson,VGVhY2hlci0xOTI2MTY4,Mathematics,Brigham Young University,STATS121,2019-05-01 02:34:57 +0000 UTC,UmF0aW5nLTMxNzI3MTY5,4,1,4,1.0,0,"Super easy class, all the lectures teach you exactly what will be on the test and you can buy the lecture slides at the book store! He does his best to make lectures engaging and pretty entertaining!",,,,non mandatory,True,False,[],0,0
Talal,Sisalem,VGVhY2hlci0xOTI2MjAw,Arabic,Brigham Young University,ARABIC101,2014-12-04 18:42:41 +0000 UTC,UmF0aW5nLTIzOTUxOTQ0,5,3,5,,3,"HOT, very attractive, husband material. and on top of all that a good and VERY generous professor. always open for one on one time in which he is very active. I recommend it to anyone who wants to get the ultimate experience from a language practicing it in many various types of enviroments.",,,,,True,False,[],0,2
Talal,Sisalem,VGVhY2hlci0xOTI2MjAw,Arabic,Brigham Young University,ARABIC101,2014-11-05 20:09:59 +0000 UTC,UmF0aW5nLTIzNzUyNzMw,4,3,4,,5,"Great class overall. Talal will really tries to help any way he can. Sometimes the work load can be a lot, but it&#39;ll be the same for any Arabic 101 course and he&#39;s willing to work with you if you fall behind. I would highly recommend taking it from him. ",,,Not sure yet,non mandatory,True,False,[],0,1
Talal,Sisalem,VGVhY2hlci0xOTI2MjAw,Arabic,Brigham Young University,ARABC,2014-11-05 02:54:40 +0000 UTC,UmF0aW5nLTIzNzQ2Mzkw,5,3,5,,4,Great teacher. Native speaker. Really willing to help whenever possible.,,,,,True,False,[],0,1
Talal,Sisalem,VGVhY2hlci0xOTI2MjAw,Arabic,Brigham Young University,ARABIC101,2014-10-14 00:55:18 +0000 UTC,UmF0aW5nLTIzNjUyOTAy,5,4,5,,5,"He was a great teacher, always kept the class engaging and worked hard to make sure everyone was learning and involved. Understood the student&#39;s needs and knew how to cater to them. Would definitely recommend taking Arabic from him! (He is also a native speaker for extra points)",,,Not sure yet,mandatory,True,False,[],0,1
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRTG150,2019-12-14 01:10:27 +0000 UTC,UmF0aW5nLTMyNjUyMzU0,5,4,5,1.0,5,Professor Vincent is incredible! She is passionate about what she teaches and really cares about her students; she makes it clear she wants everyone to succeed. My writing skills and passion for writing and service have increased because of her and this class.,Gives good feedback--Accessible outside class--Caring,,,mandatory,True,False,[],0,0
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,ENG1010,2019-04-26 16:38:55 +0000 UTC,UmF0aW5nLTMxNjg2NTY1,3,4,3,0.0,0,She makes you feel small. I learned a lot from her and she does help you getting set up before you accomplish stuff. I enjoyed all the resources she taught in class. She is an extremely hard grader. I never felt so belittled though it was frustrating.,,,A-,mandatory,True,False,[],0,0
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRTG150,2017-06-05 12:48:11 +0000 UTC,UmF0aW5nLTI4NDIzMTQy,5,3,5,1.0,0,"Sister Vincent is a great teacher and makes this required writing class enjoyable and fun.  My only complaint is BYU allows concurrent high school students take the class.  Those in my section were never prepared, played on their phones during class, and as you can tell from their comments - too immature and not ready for college level work.",Gives good feedback--Participation matters--LOTS OF HOMEWORK,,A,mandatory,True,False,[],0,0
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRTG2010,2017-04-28 22:46:05 +0000 UTC,UmF0aW5nLTI4MTU3NTQ4,1,5,1,0.0,0,"I had to take this class because it was required in order to graduate.  I didn&#39;t like her teaching style, it was very difficult to understand. She was so demanding on what she wanted from us and there were so many papers to write, besides she&#39;s a tough grader.  Honestly had a really bad experience in this class...",Tough Grader--LOTS OF HOMEWORK--SO MANY PAPERS,,B-,mandatory,True,False,[],1,0
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRTG150,2016-12-28 21:04:31 +0000 UTC,UmF0aW5nLTI3NjM3ODY1,5,4,5,1.0,5,"I just returned from an LDS mission and couldn&#39;t believe how much this class helped  prepare me. I am a better writer and communicator. I loved Sister Vincent and felt she was a great teacher; always prepared, very upfront about the requirements for each assignment, and provided plenty of office hours for assistance if I needed it.",Gives good feedback--ACCESSIBLE OUTSIDE CLASS--Clear grading criteria,,A-,mandatory,True,False,[],0,0
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRITING150,2016-10-19 13:16:46 +0000 UTC,UmF0aW5nLTI3MDU0MzAx,4,3,4,1.0,0,"Tonja is great. Dept. syllabus, grade rubric, etc. but she made the class interesting. Lots of videos from Youtube/movies/TV provided examples of good writing &amp; helped improve my grade in other classes too. Reg office hrs, reviews, answered emails. If you didnt enjoy Tonja, didnt learn anything, or didnt get the grade you wanted - thats on you.",Gives good feedback--Participation matters--Caring,,A,mandatory,True,False,[],0,1
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRT150,2015-11-03 00:17:12 +0000 UTC,UmF0aW5nLTI1MzI5NjUx,1,5,1,,2,"I have never worked with a professor who was so misunderstanding of students. Sometimes when I have tried to have a conversation with her, it seems like her mind is elsewhere. She is a horrible communicator, hopefully you never have to take a class from her.",,,,,True,False,[],2,2
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRTG150,2014-12-14 13:25:52 +0000 UTC,UmF0aW5nLTI0MDczMDQ0,1,3,3,,3,I would not take this class from Tonja if I were you. She is always very unprepared. We were supposed to have writing conferences where we would look over my rough draft of a paper and when I got there she hadn&#39;t even read my paper. that happened twice! classes are boring. I didn&#39;t learn anything while taking this class.,,,,non mandatory,True,False,[],2,2
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRITING150,2014-11-19 13:03:24 +0000 UTC,UmF0aW5nLTIzODUwMTEy,4,2,5,,3,"Tonja was awesome. The class itself was fairly hard, but she was really helpful and worked with me a lot. She was flexible with deadlines when I was up front with her and she holds conferences regularly to help with papers about half-way through each unit. Lectures could be a little scattered, but overall they were helpful.",,,,,True,False,[],5,2
Tonja,Vincent,VGVhY2hlci0xOTI2MzIy,Writing,Brigham Young University,WRTG150,2014-10-14 13:20:49 +0000 UTC,UmF0aW5nLTIzNjUzOTk3,2,3,3,,4,"This teacher seemed very scatter-brained as she taught. She didn&#39;t seem to fully understand. When writing, she pushed for what she wanted you to write and not giving you freedom to write what you want, even if it would fail. There seemed to me that you could only imitate what she wanted which did not help me to grow as a writer. Classes seemed long",,,,,True,False,[],0,5
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,MATH113,2016-05-09 15:57:51 +0000 UTC,UmF0aW5nLTI2NTE0ODIz,5,3,5,,5,"Randall has been one of my favorite professors I have ever had while attending BYU. He taught in a way that made even the hardest principles seem easy. He also provided ample opportunity to feel prepared for each test and gave out fair grades. He is also funny, and down to earth. I felt like I could relate to him, which made class more enjoyable.",,,B+,non mandatory,True,False,[],0,0
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,113,2015-08-26 13:20:24 +0000 UTC,UmF0aW5nLTI1MTUyMTgw,5,1,5,,4,"Randall is awesome. He was a great teacher and super clear. Reviews are very salubrious, so make sure you go.",,,,,True,False,[],0,0
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,MATH113,2015-07-29 21:06:47 +0000 UTC,UmF0aW5nLTI1MDc3Mzcy,5,2,5,,3,Randall Reese is the best math teacher ever! He takes a lot of his own time to give great reviews and actually cares how his students do. He redeemed the math department for me!,,,Not sure yet,non mandatory,True,False,[],0,0
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,MATH113,2015-02-11 22:17:01 +0000 UTC,UmF0aW5nLTI0Mzc4OTI2,4,2,5,,5,"This instructor has been the best math teacher I&#39;ve ever had, all faculty math teachers have been ineffective in explaining concepts when compared to him. His ability to recognize students doubts or misunderstandings and then address them was great. The best math teacher I have had at BYU. Made sure we were prepared for tests. ",,,,,True,False,[],0,0
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,MATH113,2014-12-24 00:02:50 +0000 UTC,UmF0aW5nLTI0MTgwMTc4,4,2,5,,5,"Randall really takes the time to help students. He gives multiple hours of very helpful test review for each midterm on his own time. I really enjoyed this class. And they should get this guy doing stand up as a side job. He is super hilarious. The final is awful, but he has no control over that, so not much to bring him down on there. ",,,B,non mandatory,True,False,[],0,0
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,MATH113,2014-10-31 19:53:56 +0000 UTC,UmF0aW5nLTIzNzIzNzM3,4,2,5,,4,"Randall is a great teacher. We identified well with him, he helped us see where we would have trouble, he was patient and took time to answer all of our questions, and put our concerns as a priority.  He would take time to help every student. Very good teacher. Genuinely cared about the students.",,,A-,non mandatory,True,False,[],0,0
Randall,Reese,VGVhY2hlci0xOTI3NDg2,Mathematics,Brigham Young University,MATH113,2014-10-17 15:08:56 +0000 UTC,UmF0aW5nLTIzNjY1OTg3,4,3,4,,4,"I&#39;m really glad to have taken this class from Randall Reese. He went out of his way to help all of us do well, whether it was on homework or tests. I enjoyed his no nonsense approach to preparing for tests, and the enjoyable atmosphere he created in class.",,,,non mandatory,True,False,[],0,0
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2016-02-26 18:27:10 +0000 UTC,UmF0aW5nLTI2MDkyMDI2,2,5,3,,1,"He is super unclear, and in order to pass this intro class, you pretty much have to a programming master already. Good luck.",,,Drop/Withdrawal,non mandatory,True,False,[],0,0
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2016-01-05 13:59:20 +0000 UTC,UmF0aW5nLTI1ODc5NzMz,2,3,1,,3,"He is a super nice guy, however he is a Python programmer so he doesn&#39;t know C++ well enough to answer most questions. He loves programming so when those who have programmed their whole lives ask random questions, he spends tons of time on those, further confusing everyone else. Get someone else if you&#39;re new to programming. Also time intensive.",,,A,mandatory,True,False,[],0,0
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2015-12-23 12:18:05 +0000 UTC,UmF0aW5nLTI1ODEwODg2,2,3,4,,3,"Brother Lund is a very nice man, but the way he tried to explain things weren&#39;t always the best. He tried a lot to help, always willing to take questions, staying late if necessary. Labs took a LOT of time and weren&#39;t very clear, TAs were only sometimes helpful. If you put all the time that&#39;s needed into the class you will get a good grade.",,,A,mandatory,True,False,[],0,0
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2015-12-09 23:37:38 +0000 UTC,UmF0aW5nLTI1NjE5NTcz,2,4,3,,3,He was very nice and tried his best to help answer questions but usually just ended up confusing whoever was asking even more by talking about material that the class didn&#39;t cover.  There are some pretty tough lab assignments as part of the class and the TAs were lifesavers - I never would have figured out the homework with just the professor.,,,B,mandatory,True,False,[],0,0
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2015-10-06 18:24:21 +0000 UTC,UmF0aW5nLTI1MjMxNzA4,1,4,1,,3,The dude tries to &#34;teach Spanish in Spanish&#34; and half the class slept through every lecture.  The TA&#39;s are your only hope.,,,,mandatory,True,False,[],0,1
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2015-05-03 03:32:35 +0000 UTC,UmF0aW5nLTI0NzI0ODcy,5,3,5,,4,"I had no experience with coding before this class, and I did not think this class was too bad. Most coding classes are not going to be interesting, and this one did not defy the norm. However, Brother Lund was always willing to help you out. Any time you had a problem with a grade, or anything he was there for you. He is super nice and very clear.",,,,,True,False,[],0,0
Bill,Lund,VGVhY2hlci0xOTI3NTQ0,Computer Science,Brigham Young University,CS142,2015-04-30 23:11:12 +0000 UTC,UmF0aW5nLTI0NzEyMjUy,4,3,3,,4,"With the criteria for 142 being pretty inflexible, Professir Lind does a great job. He obviously cares about his students and will do what he can to defend his class from the others. Labs are the same no matter what class you take, and aren&#39;t that hard if you sit down and take the time. With no previous programming experience, I did well. ",,,,,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2019-10-21 16:48:37 +0000 UTC,UmF0aW5nLTMyMzAyOTE3,5,3,5,1.0,5,My first and favorite English professor. She got me a job and encouraged me to continue in the major. Wonderful teacher and person.,Gives good feedback--Respected--Participation matters,,A,mandatory,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENGL360,2018-01-06 15:38:27 +0000 UTC,UmF0aW5nLTI5NDAwNzY5,4,3,4,1.0,5,"Hardest part of this class is that she has really high standards for papers. But, she&#39;s very helpful during office hours, making an A on a paper totally do-able. Prof. Eyring is so good at making difficult material accessible and at building a syllabus that is interesting and fun (not just the same early American texts you&#39;ve read 12 times already)",Participation matters--ACCESSIBLE OUTSIDE CLASS--Amazing lectures,,,mandatory,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2017-04-14 15:41:22 +0000 UTC,UmF0aW5nLTI4MDUxNzc1,5,4,5,1.0,5,"Eyring was awesome! Difficult class, but if you enjoy intellectual conversation and expanding your world views this class is extremely enjoyable. Lectures feel like a large in depth group discussion where opinions and comments matter more that crossing off the boxes to get through the lecture.",Gives good feedback--Respected--Get ready to read,,,mandatory,True,False,[],0,1
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2017-03-29 12:34:09 +0000 UTC,UmF0aW5nLTI3OTY0MDUw,5,4,5,1.0,5,"Dr. Eyring is brilliant. While the class is lecture-heavy, if you listen, you will learn a ton. She knows what she is talking about. What&#39;s more is she cares for each of her students and gives really helpful feedback. She is willing to work with you. And she is just a gem of a person overall.",Gives good feedback--Skip class? You won't pass.--Caring,,Not sure yet,mandatory,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENGL295,2016-03-31 02:21:12 +0000 UTC,UmF0aW5nLTI2MjA4NzQ2,5,1,5,,5,Helped me love a class I didn&#39;t think I would like,,,,,True,False,[],1,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENGL360,2016-03-29 12:32:47 +0000 UTC,UmF0aW5nLTI2MTk3MDQ4,2,4,3,,5,"She&#39;s a great teacher and very knowledgeable. Her lectures are usually very advanced and confusing. Notes are mandatory if you want to do well on the tests (only one midterm and the final). Helpful feedback on papers. TONS of reading, so be aware of that. She&#39;s great though, and very open to all viewpoints and perspectives.",,,,mandatory,True,False,[],0,2
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENGL293,2016-03-05 15:56:45 +0000 UTC,UmF0aW5nLTI2MTE1NTk4,5,3,3,,5,Dr Eyring is one of the best professors I&#39;ve had at BYU. She prepares for her classes so well and gives really great lectures and facilitates great discussions in her class. The tests were hard but there weren&#39;t many of them. We had to turn in reading responses every class but if you do them you get credit. I 100% recommend taking her  class.,,,A,mandatory,True,False,[],0,2
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENGL251,2015-05-03 16:57:23 +0000 UTC,UmF0aW5nLTI0NzI2OTc2,5,3,5,,5,"Professor Eyring is an amazing professor who truly cares about her students and their academic success. I thoroughly enjoyed her class and actually enrolled for another one of her classes! She is a fair grader, and validates all of her students comments and gracefully incorporates them into the discussion. The exams are difficult, but doable.  ",,,,,True,False,[],0,2
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG360,2015-04-21 16:56:54 +0000 UTC,UmF0aW5nLTI0NjM5MTA5,4,3,5,,4,Dr. Eyring actually cares about her students and wants them to learn. She asks for feedback from the class and wants to know how she can improve. She is really funny and class goes by quickly. She incorporates a lot of class discussion rather than just lecture. I wish I could take her for every English class at BYU!,,,A,mandatory,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENGL360,2015-04-13 13:36:58 +0000 UTC,UmF0aW5nLTI0NTg1ODIx,5,3,5,,5,"I adore this woman; she is such a fantastic teacher. She is incredibly intelligent, kind, funny, and organized. I learned so much in this class. There&#39;s a lot of reading (like every English class) and a short paragraph response due every class period, but every assignment was well worth it. She cares about her students and gives excellent feedback.",,,,,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2015-03-31 23:10:27 +0000 UTC,UmF0aW5nLTI0NTI4ODE0,5,2,4,,5,"She is amazing! not only is she gorgeous and nice, but also a great teacher. Lots of student participation. I think I want to be her when I grow up. ",,,,,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2015-03-19 15:53:25 +0000 UTC,UmF0aW5nLTI0NDc4MTI4,5,3,5,,5,"I adore her. Her class is challenging, but she does it to make you stretch yourself. She helped me numerous times, and always made herself available, even out of her office hours when I couldn&#39;t come. She validates everyone&#39;s comments and opinions no matter how dumb you may feel when you contribute.",,,A-,mandatory,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2015-01-08 16:21:17 +0000 UTC,UmF0aW5nLTI0MjU0OTYx,5,3,4,,5,"Her tests are usually extremely hard, and her grading is tough, but you won&#39;t learn the basics better from anyone else. She&#39;s engaging, well-liked, and knowledgeable about all of the topics. Discussion is everything in this class, and it works well for her. What a fantastic teacher; I would take a class from her again. ",,,B,mandatory,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2014-11-04 18:38:05 +0000 UTC,UmF0aW5nLTIzNzQyODUx,4,3,5,,4,"Professor Eyring is so knowledgeable in English. She will learn your name and talk to you personally if you need help. You will get a good grade so long as you show up to class, participate, and make an effort on all assignments. Don&#39;t fall behind on the readings! If you want to learn English take Eyring!",,,,,True,False,[],0,0
Mary,Eyring,VGVhY2hlci0xOTI4NzIx,English,Brigham Young University,ENG251,2014-10-21 16:48:11 +0000 UTC,UmF0aW5nLTIzNjc4MTYz,5,3,5,,5,"Besides simply being an extraordinarily nice person, Dr. Eyring is really helpful during class time. Her lessons help you understand everything from the reading and learn how to apply your knowledge to a variety of topics.",,,Not sure yet,mandatory,True,False,[],0,0
Betty,Francis,VGVhY2hlci0xOTI5MjMz,Elementary Education,Brigham Young University,ELED443,2015-04-16 17:05:01 +0000 UTC,UmF0aW5nLTI0NjEwOTQ0,1,3,2,,3,Do not take her class. Her class is boring and frustrating.  Her lectures are long and assignment instructions are vague. Assignments are harshly graded. ,,,A+,non mandatory,True,False,[],0,2
Betty,Francis,VGVhY2hlci0xOTI5MjMz,Elementary Education,Brigham Young University,ELED333,2014-12-16 14:29:55 +0000 UTC,UmF0aW5nLTI0MTAyODI1,5,1,5,,2,This is a super chill class! This class isn&#39;t time consuming and it&#39;s easy to get an A if you simply go to class. And she&#39;s the nicest lady! ,,,,,True,False,[],0,0
Betty,Francis,VGVhY2hlci0xOTI5MjMz,Elementary Education,Brigham Young University,ELED333,2014-10-30 23:04:18 +0000 UTC,UmF0aW5nLTIzNzIwNjk1,1,4,1,,4,Avoided this teacher at all cost!!! Most boring teacher I have ever had. She decides your grade based on if she likes you or not. ,,,,,True,False,[],0,0
Betty,Francis,VGVhY2hlci0xOTI5MjMz,Elementary Education,Brigham Young University,ELED333,2014-10-22 17:08:58 +0000 UTC,UmF0aW5nLTIzNjgzMzQ3,1,4,1,,2,Avoid this professor at all cost. You can&#39;t earn your grade. She decides it. She comes out and says that in the first day of class. She starts to dock you points on papers and assigments if she doesn&#39;t like you. She picks favorites and doesn&#39;t like anyone who has a &#34;fun&#34; personality. ,,,Not sure yet,mandatory,True,False,[],0,0
Brent,Wesson,VGVhY2hlci0xOTI5NDc1,Student Life,Brigham Young University,STAC110,2015-06-23 20:19:39 +0000 UTC,UmF0aW5nLTI0OTkwMjgw,5,1,5,,1,"the ultimate cyclingspinning diva. He&#39;s very fabulous and over the top which makes this class hilarious. Interesting selection of music on some days, but for the most part matches music very well with whatever workout we have that day. ",,,,mandatory,False,False,[],0,0
Brent,Wesson,VGVhY2hlci0xOTI5NDc1,Student Life,Brigham Young University,STAC110,2015-06-16 22:19:29 +0000 UTC,UmF0aW5nLTI0OTcxNDcw,5,1,5,,1,I have had a few cycling instructors through various classes and Brent has been the best! He is well planned for each class and has great playlists to go right along with the workout. Brent helped me stay motivated even on days that I didn&#39;t want to work out. I have seen a difference in my cycling and learned to love it even more than I did before.,,,,mandatory,True,False,[],0,0
